       0.00000000       1.00000000       0.00000000    1
       0.25000000       1.25000000       0.00000000    2
       3.00000000       0.45000000       0.00000000    3
      10.00000000       0.60000000       0.00000000    4
       0.00000000      -1.00000000       0.00000000    5
       0.25000000      -1.25000000       0.00000000    6
       3.00000000      -0.45000000       0.00000000    7
      10.00000000      -0.60000000       0.00000000    8
       0.25000000       1.00000000       0.00000000    9
       0.25000000      -1.00000000       0.00000000   10
       0.00000000       1.00000000       0.10000000   11
       0.00000000      -1.00000000       0.10000000   12
       0.25000000      -1.00000000       0.10000000   13
       0.25000000      -1.25000000       0.10000000   14
       3.00000000      -0.45000000       0.10000000   15
      10.00000000      -0.60000000       0.10000000   16
      10.00000000       0.60000000       0.10000000   17
       3.00000000       0.45000000       0.10000000   18
       0.25000000       1.25000000       0.10000000   19
       0.25000000       1.00000000       0.10000000   20
       0.07322330       1.17677670       0.00000000   21
       0.93750000       1.05000000       0.00000000   22
       1.62500000       0.85000000       0.00000000   23
       2.31250000       0.65000000       0.00000000   24
       0.00000000       0.33333333       0.00000000   25
       0.00000000      -0.33333333       0.00000000   26
       0.07322330      -1.17677670       0.00000000   27
       0.93750000      -1.05000000       0.00000000   28
       1.62500000      -0.85000000       0.00000000   29
       2.31250000      -0.65000000       0.00000000   30
       3.77777778       0.46666667       0.00000000   31
       4.55555556       0.48333333       0.00000000   32
       5.33333333       0.50000000       0.00000000   33
       6.11111111       0.51666667       0.00000000   34
       6.88888889       0.53333333       0.00000000   35
       7.66666667       0.55000000       0.00000000   36
       8.44444444       0.56666667       0.00000000   37
       9.22222222       0.58333333       0.00000000   38
       3.77777778      -0.46666667       0.00000000   39
       4.55555556      -0.48333333       0.00000000   40
       5.33333333      -0.50000000       0.00000000   41
       6.11111111      -0.51666667       0.00000000   42
       6.88888889      -0.53333333       0.00000000   43
       7.66666667      -0.55000000       0.00000000   44
       8.44444444      -0.56666667       0.00000000   45
       9.22222222      -0.58333333       0.00000000   46
      10.00000000       0.00000000       0.00000000   47
       0.00000000       0.33333333       0.10000000   48
       0.00000000      -0.33333333       0.10000000   49
       0.07322330      -1.17677670       0.10000000   50
       0.93750000      -1.05000000       0.10000000   51
       1.62500000      -0.85000000       0.10000000   52
       2.31250000      -0.65000000       0.10000000   53
       3.77777778      -0.46666667       0.10000000   54
       4.55555556      -0.48333333       0.10000000   55
       5.33333333      -0.50000000       0.10000000   56
       6.11111111      -0.51666667       0.10000000   57
       6.88888889      -0.53333333       0.10000000   58
       7.66666667      -0.55000000       0.10000000   59
       8.44444444      -0.56666667       0.10000000   60
       9.22222222      -0.58333333       0.10000000   61
      10.00000000       0.00000000       0.10000000   62
       9.22222222       0.58333333       0.10000000   63
       8.44444444       0.56666667       0.10000000   64
       7.66666667       0.55000000       0.10000000   65
       6.88888889       0.53333333       0.10000000   66
       6.11111111       0.51666667       0.10000000   67
       5.33333333       0.50000000       0.10000000   68
       4.55555556       0.48333333       0.10000000   69
       3.77777778       0.46666667       0.10000000   70
       2.31250000       0.65000000       0.10000000   71
       1.62500000       0.85000000       0.10000000   72
       0.93750000       1.05000000       0.10000000   73
       0.07322330       1.17677670       0.10000000   74
       0.99749074       0.00000000       0.00000000   75
       0.64290643       0.62538750       0.00000000   76
       0.64290643      -0.62538750       0.00000000   77
       0.27114369       0.98140844       0.00000000   78
       0.27114369      -0.98140844       0.00000000   79
       1.71129933       0.00000000       0.00000000   80
       2.62250161       0.00000000       0.00000000   81
       8.82437517      -0.00345423       0.00000000   82
       0.27142004      -0.58802585       0.00000000   83
       0.27142004       0.58802585       0.00000000   84
       8.05928928      -0.00041122       0.00000000   85
       7.28027506      -0.00006854       0.00000000   86
       0.52538753      -0.97669898       0.00000000   87
       0.52538753       0.97669898       0.00000000   88
       6.50223169      -0.00001142       0.00000000   89
       5.72435012      -0.00000190       0.00000000   90
       3.39248373       0.00000000       0.00000000   91
       0.44305006       0.00000000       0.00000000   92
       4.94649552      -0.00000032       0.00000000   93
       9.42282738      -0.04062169       0.00000000   94
       4.16760765      -0.00000005       0.00000000   95
       1.18283930      -0.50507750       0.00000000   96
       1.18283930       0.50507750       0.00000000   97
       0.99749074       0.00000000       0.10000000   98
       0.64290643      -0.62538750       0.10000000   99
       0.64290643       0.62538750       0.10000000  100
       0.27114369       0.98140844       0.10000000  101
       0.27114369      -0.98140844       0.10000000  102
       1.71129933       0.00000000       0.10000000  103
       2.62250161       0.00000000       0.10000000  104
       8.82437517       0.00345423       0.10000000  105
       0.27142004      -0.58802585       0.10000000  106
       0.27142004       0.58802585       0.10000000  107
       8.05928928       0.00041122       0.10000000  108
       7.28027506       0.00006854       0.10000000  109
       0.52538753       0.97669898       0.10000000  110
       0.52538753      -0.97669898       0.10000000  111
       6.50223169       0.00001142       0.10000000  112
       5.72435012       0.00000190       0.10000000  113
       3.39248373       0.00000000       0.10000000  114
       0.44305006       0.00000000       0.10000000  115
       4.94649552       0.00000032       0.10000000  116
       9.42282738       0.04062169       0.10000000  117
       4.16760765       0.00000005       0.10000000  118
       1.18283930      -0.50507750       0.10000000  119
       1.18283930       0.50507750       0.10000000  120
       0.23815670       0.30711973       0.05000000  121
       0.19812233      -1.13606171       0.05000000  122
